Date;Profile;Message;Number of Reactions;Number of Shares;Number of Comments (primary);Number of Shares;Comments per post;Comments on posts by fans;Post interaction rate;Engagement;Number of Likes;Link-posts;Picture Posts;Video-posts;Profile-ID;Post-ID;Link
01/12/2023 19:03;West Edmonton Mall;"Your indoor oasis awaits at World Waterpark! 🏖️
📸: IG/@mattiefj";87.0;;4.0;5.0;12.0;12.0;5,73E+11;5,73E+11;84.0;;1.0;;2,07299E+11;207298682218_10159648724422219;https://www.facebook.com/Westedmall/photos/a.378300512218/10159648724422219/?type=3
01/12/2023 18:56;Walt Disney Animation Studios;Fantastical and magical news! ✨🦋 “We Don’t Talk About Bruno” is nominated for International Song of the Year at the #BRITs! Congratulations to Lin-Manuel Miranda and the cast of #Encanto! DisneyMusic.lnk.to/encanto;1951.0;;31.0;105.0;37.0;37.0;1,63E+12;1,63E+12;1503.0;;1.0;;23245476854;23245476854_10160096885341855;https://www.facebook.com/23245476854/posts/10160096885341855/
01/12/2023 18:54;Silverwood Theme Park;#TBT 📸 Comment your first Silverwood photo from your camera roll.;44.0;;36.0;4.0;38.0;38.0;2,27E+11;2,27E+11;35.0;;1.0;;7,62702E+14;762701550509617_5696663550446701;https://www.facebook.com/silverwoodthemepark/photos/a.766557700124002/5696663550446701/?type=3
01/12/2023 18:07;Big Kahuna's NJ;"Make a splash MLK weekend! 💦 Big Kahuna’s is open Fri 4pm- 9pm and Sat-Mon/MLK day 10am - 6pm! 
.
.
.
.
.
#waterpark #mlk #mlkweekend #newjersey #indoorwaterpark #outdoorwaterpark #familyfun #kidsfun #newjerseykidsactivities #bigkahunasnj";5.0;;0.0;4.0;0.0;0.0;5,11E+10;5,11E+10;5.0;;1.0;;26451078324;26451078324_10159327691908325;https://www.facebook.com/26451078324/posts/10159327691908325/
01/12/2023 17:54;Cedar Point;"Throwback Thursday!

Hotel Breakers has been a place of relaxation since 1905! Enjoy the beautiful views of Lake Erie on one side and the thrills of our coasters on the other. The perfect place to make memories!  

Memories start here 👉 http://bit.ly/3ZrrHow";494.0;;33.0;37.0;43.0;43.0;3,67E+12;3,67E+12;396.0;;1.0;;10625691462;10625691462_10159310480131463;https://www.facebook.com/cedarpoint/photos/a.319129566462/10159310480131463/?type=3
01/12/2023 17:21;Universal Orlando Resort (US);Step into the wizarding village of Hogsmeade where magic and adventure awaits.;273.0;;14.0;74.0;20.0;20.0;1,19E+12;1,19E+12;227.0;1.0;;;90867402851;90867402851_10159569040802852;https://www.facebook.com/90867402851/posts/10159569040802852/
01/12/2023 17:06;Walt Disney Animation Studios;-;4675.0;;233.0;574.0;381.0;381.0;4,40E+12;4,40E+12;2872.0;;1.0;;23245476854;23245476854_10160096724921855;https://www.facebook.com/23245476854/posts/10160096724921855/
01/12/2023 17:03;Disneyland;-;17770.0;;1707.0;1798.0;2899.0;2899.0;0.0013072512266062719;0.0013072512266062719;10797.0;;1.0;;11081890741;11081890741_10160774808215742;https://www.facebook.com/11081890741/posts/10160774808215742/
01/12/2023 17:00;Waterville USA;We're just two months away from opening up the amusment park! Whether you want to hangout with friends in the Starcade for games or beat your brother at mini golf, we have you covered!;3.0;;0.0;1.0;0.0;0.0;7,04E+10;7,04E+10;3.0;;1.0;;1,38319E+11;138319355040_10160083272125041;https://www.facebook.com/138319355040/posts/10160083272125041/
01/12/2023 16:31;SeaWorld Orlando;"Don't have plans for the long weekend? Let us help with that 😉 Come take your first ride on Ice Breaker for the year and grab your FREE BEER from Waterway Grill Bar! 🍻
Enjoy one free beer daily from January 14-31 starting at 11am at Waterway Bar. One pour per guest per day. *Must be 21+ with valid ID*";148.0;;12.0;24.0;17.0;17.0;8,50E+11;8,50E+11;111.0;;;1.0;1,7827E+15;1782696285170057_5884340981672213;https://www.facebook.com/1782696285170057/posts/5884340981672213/
01/12/2023 16:09;Six Flags Great Escape and Hurricane Harbor;"#ThrowbackThursday to 1976 when we built International Village and our front entrance.

#SixFlagsMemories";140.0;;11.0;15.0;18.0;18.0;0.0021058525659752654;0.0021058525659752654;111.0;;1.0;;51613191805;51613191805_10158900216071806;https://www.facebook.com/sixflagsgreatescape/photos/a.89446141805/10158900216071806/?type=3
01/12/2023 16:00;Wild Adventures Theme Park;Here's another #NewAnimal hint... Do you know what you're looking at in this photo? 🐾;36.0;;19.0;1.0;19.0;19.0;3,19E+11;3,19E+11;21.0;;1.0;;84679583132;84679583132_10159307219988133;https://www.facebook.com/WildAdventures/photos/a.118859423132/10159307219988133/?type=3
01/12/2023 12:55;Playland;"TBT: PLAYLAND TATUAPÉ

Alô galera do #PlaylandTatuape, o TBT de hoje é dedicado a vocês! 😉

Eu tô presente do Shopping Metrô Tatuapé desde muito tempo e já passei por várias reformulações. Olha só essa relíquia que eu encontrei nos meus arquivos 🤭

Essa era a minha fachada no final dos anos 90. Bem diferente, né!? 😳

Eu amo dividir com vocês as minhas histórias! 💙

- Quem ai está pensando em vir brincar nos próximos dias? Tô esperando a visita de vocês hein!?
.
.
.
#GrupoPlaycenter #Playland #PlaylandOficial #Parque #ParqueDeDiversoes #ParqueDeDiversao #ParqueTematico #SPParaCriancas #TurismoSP #SaoPaulo #CidadeDeSaoPaulo #PasseioKids #Dicas #PasseioComCriancas #Diversao #Lazer #Criancas #OQueFazerEmSP #OQueFazerEmSaoPaulo #Diversao #ShoppingMetroTatuape";1.0;;0.0;0.0;0.0;0.0;3,07E+09;3,07E+09;1.0;;1.0;;1,70866E+14;170865866397863_2410343519116742;https://www.facebook.com/170865866397863/posts/2410343519116742/
01/12/2023 10:00;Disneyland Paris;"“Reach for the sky!” 🤠
 📸 : robsparkle";248.0;;1.0;1.0;1.0;1.0;4,81E+10;4,81E+10;212.0;;1.0;;6,52389E+14;652389081615295_2184815231705998;https://www.facebook.com/DisneylandParisNL/photos/a.652449918275878/2184815231705998/?type=3
01/12/2023 04:26;Happy Hollow Park & Zoo;Photo dump from this January's Winter Camp! ❄️ If you're missing ZooCamp, sign up for Zoo Sleuths Camp and you can spend your February break becoming an animal detective. From Feb. 20 to 24, the zoo is full of mystery and it's up to you to solve a crime. Follow the clues, use the science and deduce 'who done it' 🔍 Open to ages 7 to 13. Sign up now for educational activities, animal encounters, zoo tours & nature play opportunities. happyhollow.org/winter-camp;18.0;;0.0;1.0;0.0;0.0;4,98E+11;4,98E+11;13.0;;1.0;;1,32943E+11;132942835175_543868334436673;https://www.facebook.com/328743942615781/posts/543868334436673
01/12/2023 02:03;Six Flags Discovery Kingdom;Woohoo Wednesday;23.0;;2.0;1.0;2.0;2.0;9,77E+09;9,77E+09;22.0;;1.0;;59636827742;59636827742_10160929308842743;https://www.facebook.com/discoverykingdom/photos/a.67563722742/10160929308842743/?type=3
01/11/2023 23:40;California's Great America;"Attention Singers, Dancers and Actors! 💃🎢

APPLY: https://bit.ly/3vWodNa

Performers wanted for the 2023 season! 🎉

Please prepare 16-bars of a standard musical theater song. (Accompanist will be provided, No CD's). Jazz and musical theater dance skills required. Please bring a photo and resume to the auditions! 🚨 
 
TAG A PERFORMER 🗣

#CAGreatAmerica";18.0;;0.0;7.0;0.0;0.0;9,55E+10;9,55E+10;17.0;;1.0;;28442453154;28442453154_10159801031023155;https://www.facebook.com/cagreatamerica/photos/a.282668728154/10159801031023155/?type=3
01/11/2023 23:01;Sesame Place San Diego;Did someone say FREE ICE CREAM? Oh wait, WE DID! 🍦 Starting January 14, Season Pass Members can enjoy a free chilly treat at Monster Snacks as a January Season Pass Member Reward. ​;17.0;;3.0;0.0;4.0;4.0;0.00115990057995029;0.00115990057995029;15.0;;1.0;;1,16947E+14;116946949686332_913340400046979;https://www.facebook.com/sesameplacesandiego/photos/a.138108544236839/913340400046979/?type=3
01/11/2023 22:47;Lake Compounce;"winter ➡️ summer
 
Same view, different seasons! Which season do you prefer?";59.0;;10.0;2.0;10.0;10.0;4,38E+12;4,38E+12;50.0;;1.0;;80018245271;80018245271_10160137579510272;https://www.facebook.com/80018245271/posts/10160137579510272/
01/11/2023 22:20;Cedar Point;"Millions of Americans face hunger every year, that's why we have teamed up with Feeding America for a virtual food drive to help fight against hunger. 

Every single $1 donated will be matched by Cedar Fair and can provide up 10 meals to the hungry. https://bit.ly/3BzIifs";23.0;;1.0;0.0;2.0;2.0;1,60E+11;1,60E+11;21.0;;1.0;;10625691462;10625691462_10159308965791463;https://www.facebook.com/cedarpoint/photos/a.319129566462/10159308965791463/?type=3
01/11/2023 22:17;Kings Island;Repainting the building and deck columns on The Mercado is underway, which is part of the park’s newest themed area opening this year, Adventure Port. Visit our website to learn more about The Mercado and Adventure Port: https://bit.ly/3GUEg4n #KingsIsland;490.0;;28.0;33.0;39.0;39.0;8,33E+11;8,33E+11;397.0;;1.0;;1,55894E+11;155893938367_10162251180238368;https://www.facebook.com/155893938367/posts/10162251180238368/
01/11/2023 22:00;SeaWorld San Diego;"Need a rainy-day activity? Visit Turtle Reef during Inside Look to watch zoological scuba divers interact with the turtles in the reef! Educators will also be on-site to answer questions and share more information about the turtles that live there. ​

​Check the schedule for exact times.";43.0;;3.0;14.0;3.0;3.0;5,71E+11;5,71E+11;33.0;1.0;;;4,26112E+14;426111667814056_1560595501032328;https://www.facebook.com/426111667814056/posts/1560595501032328/
01/11/2023 21:01;Sesame Place San Diego;"To thank our local community heroes, we are offering one-day FREE admission tickets to police officers, firefighters, and emergency medical technicians during Super Grover's Everyday Heroes Weekends! ​

​Learn how to redeem this offer at https://bit.ly/3W2K0gS";21.0;;3.0;2.0;3.0;3.0;0.001436067384700359;0.001436067384700359;18.0;;1.0;;1,16947E+14;116946949686332_913296186718067;https://www.facebook.com/sesameplacesandiego/photos/a.138108544236839/913296186718067/?type=3
01/11/2023 20:54;Six Flags Great Escape and Hurricane Harbor;"The annual rebuild of the Comet wheel carriers and restraints live in action. 

#SixFlagsMemories
#mysixflags";92.0;;10.0;9.0;16.0;16.0;0.001424102632764098;0.001424102632764098;80.0;;1.0;;51613191805;51613191805_10158898808661806;https://www.facebook.com/51613191805/posts/10158898808661806/
01/11/2023 20:51;Sea Life Park;"It's the start of a new year and that means it's time for a new Annual Pass perk! This month, passholders can enjoy 50% off the Aloha Kai Luau Silver Package, complete with 20% off retail items and Tiki treats. Don't miss out on this amazing offer. 

https://www.sealifeparkhawaii.com/buy-tickets/annual-passes";12.0;;0.0;0.0;0.0;0.0;4,69E+00;4,69E+00;11.0;;1.0;;1,05016E+14;105015532870022_5939418216096362;https://www.facebook.com/SeaLifeHawaii/photos/a.110565415648367/5939418216096362/?type=3
01/11/2023 20:36;Six Flags;Let the Good Times Roll!!;57.0;;6.0;4.0;8.0;8.0;1,49E+11;1,49E+11;49.0;;1.0;;8696281132;8696281132_10160971104916133;https://www.facebook.com/8696281132/posts/10160971104916133/
01/11/2023 20:23;Universal Orlando Resort (US);Just when we thought we caught a break from Halloween Horror Nights - Universal Orlando 😱;6006.0;;927.0;1158.0;1436.0;1436.0;0.002796982641145176;0.002796982641145176;3844.0;;1.0;;90867402851;90867402851_10159567273507852;https://www.facebook.com/90867402851/posts/10159567273507852/
01/11/2023 20:22;Universal Studios Hollywood;Year-round? We can't catch a break 😳;4802.0;;737.0;716.0;1142.0;1142.0;0.002493834686469561;0.002493834686469561;3173.0;;1.0;;61784580148;61784580148_10160345276980149;https://www.facebook.com/61784580148/posts/10160345276980149/
01/11/2023 20:12;Knott's Berry Farm;Say hello to one of our techs, Peter! 👋 Meet our associates and learn about different roles in the park with our video series, The Friendliest Faces in the West! Currently looking for a fun job? Visit our job fair this Saturday, January 14, from 9:30 a.m. to 4:30 p.m. at the Knott's Employment Center. For information on currently available positions, please visit knotts.com/jobs.;340.0;;15.0;30.0;20.0;20.0;6,15E+11;6,15E+11;274.0;;;1.0;10286130875;10286130875_10158830823130876;https://www.facebook.com/10286130875/posts/10158830823130876/
01/11/2023 20:01;SkyPark at Santa's Village;The Discovery Playscape has so many great sensory experiences for children. Playhouses, obstacle courses and a seated zipline are all part of the fun of this family-favorite attraction. Climbing, swinging and jumping are great ways for our youngest guests to explore and enjoy the outdoors!;21.0;;0.0;1.0;0.0;0.0;3,98E+12;3,98E+12;19.0;;1.0;;6,53316E+14;653315854781004_5651847394927800;https://www.facebook.com/skyparksantasvillage/photos/a.653324294780160/5651847394927800/?type=3
01/11/2023 19:57;West Edmonton Mall;🌶️ From mild to wild, Pepper Palace brings the heat! Ignite your taste-buds today on Level Two, Phase I near The Brick.;29.0;;10.0;9.0;12.0;12.0;2,75E+11;2,75E+11;26.0;;;;2,07299E+11;207298682218_10159646959117219;https://www.facebook.com/207298682218/posts/10159646959117219/
01/11/2023 19:57;Quassy Amusement & Waterpark;"Mark your calendars for our 17th Annual Gospel Days on July 15th and August 12th!✍️ 🙏 

Gospel Days is a fantastic day of fellowship and fun at Quassy and includes Quassy's Fieldside Feast and a live gospel band! Tickets are $58.50 per person and includes all day rides, waterpark, beach access, buffet, free parking, volleyball, basketball, assigned seating and MORE! 🙌 

We hope to see you there! https://bit.ly/3QfoZ17";12.0;;1.0;1.0;1.0;1.0;3,79E+11;3,79E+11;10.0;;1.0;;38328744398;38328744398_10160343512579399;https://www.facebook.com/38328744398/posts/10160343512579399/
01/11/2023 18:45;Disneyland;Get ready to ring in the Lunar New Year at #Disneyland with unique cuisines that have a Disney twist. Check out the Lunar New Year Foodie Guide on the Disney Parks blog! http://di.sn/61883p6R4;1226.0;;103.0;107.0;135.0;135.0;8,54E+10;8,54E+10;1022.0;;1.0;;11081890741;11081890741_10160772771160742;https://www.facebook.com/11081890741/posts/10160772771160742/
01/11/2023 18:44;Universal Studios Hollywood;"JUST ANNOUNCED: Universal Parks & Resorts plans to bring a new concept for families with young children to Frisco, Texas!

The new park concept, set in a lush green landscape and featuring immersive themed lands, celebrates Universal’s iconic brand of entertainment, humor, and innovation and brings to life its beloved characters and stories in ways that will wow even the youngest theme park goers.";7655.0;;1841.0;4099.0;2767.0;2767.0;0.005437383405739415;0.005437383405739415;5120.0;;1.0;;61784580148;61784580148_10160345121955149;https://www.facebook.com/UniversalStudiosHollywood/photos/a.120561700148/10160345121955149/?type=3
01/11/2023 18:30;Silverwood Theme Park;How many times do you plan on riding Aftershock in 2023?;82.0;;51.0;9.0;60.0;60.0;3,98E+12;3,98E+12;66.0;;1.0;;7,62702E+14;762701550509617_5693509574095432;https://www.facebook.com/silverwoodthemepark/photos/a.766557700124002/5693509574095432/?type=3
01/11/2023 18:27;Universal Orlando Resort (US);JUST ANNOUNCED: Universal Parks & Resorts plans to bring a new concept for families with young children to Frisco, Texas!;23809.0;;7090.0;17461.0;10559.0;10559.0;0.016856373640455037;0.016856373640455037;15430.0;;1.0;;90867402851;90867402851_10159567022877852;https://www.facebook.com/UniversalOrlandoResort/photos/a.208747882851/10159567022877852/?type=3
01/11/2023 18:01;Busch Gardens Tampa Bay;Whether you’re a coaster enthusiast or want rides that are fun for the whole family, you can explore Florida’s favorite coasters and thrill rides, right here at Busch Gardens Tampa Bay! Plus, they're not bad to look at either— if we do say so ourselves. 😉 Manifest your next coaster ride and download a new wallpaper here: https://bit.ly/3iwkvGR;216.0;;12.0;6.0;14.0;14.0;3,54E+11;3,54E+11;180.0;;1.0;;68181225238;68181225238_10160208574185239;https://www.facebook.com/BuschGardensTampaBay/photos/a.111637570238/10160208573705239/?type=3
01/11/2023 17:01;SeaWorld Orlando;SeaWorld's Rescue team works around the clock to rehabilitate and care for rescued animals in our facilities, such as this manatee! Come learn about their incredible work and get a behind-the-scenes look for FREE during Inside Look, happening January 7, 8, 14 and 15. Details about Inside Look tours and more can be found here: https://seaworld.com/orlando/events/inside-look/;155.0;;5.0;9.0;5.0;5.0;7,61E+11;7,61E+11;113.0;;1.0;;1,7827E+15;1782696285170057_5881387855300859;https://www.facebook.com/seaworldorlando/photos/a.1788974401208912/5881387811967530/?type=3
01/11/2023 13:11;Castles & Coasters;"The purity of flowers alluring and spreading love all around is the true essence of an Indian wedding. 

What are some of your favourite flowers that need to be a part of wedding ceremonies ?

Venue: Vivarea Banquet
Event Planners: @castles.coasters 
Photographer: @epicstories.in 
Hashtag: #NASA 
.
.
.
.
.
#CastlesAndCoasters #EventUallyYours #weddingdecor #florals #floraldecor #flowers #floralweddingdecor #transitionaldesign #transitionaldecor #weddingplanner #weddingflowersdecor #weddinginspiration #eventdecor #eventplanner #weddingdesign #decorinspiration #weddingdecorideas #bhaat #indianwedding #weddingday #weddingflowers #weddingflorals";0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;2,52289E+14;252289045458198_540792121404976;https://www.facebook.com/474759488008240/posts/540792121404976
01/11/2023 12:55;Playland;"SEUS TICKETS VALEM PRÊMIOS!

Além das nossas atrações incríveis (🎠🎢) eu também ofereço dezenas de jogos para você brincar!

São jogos de competição, habilidade e até sorte, onde toda a galera se diverte de montão! 🕹

E sabe o que é o mais legal? A maioria dos nossos jogos liberam tickets conforme a sua pontuação e eles podem ser trocados por prêmios! 🎟

São brinquedos, acessórios, ursinhos de pelúcia, docinhos e muito mais! Todos esses prêmios você encontra no Ticketmania, o nosso posto de troca de tickets. 🧸

- Confira a disponibilidade dos prêmios e a quantidade mínima de tickets para trocar no dia da sua visita.
.
.
.
#GrupoPlaycenter #Playland #PlaylandOficial #Parque #ParqueDeDiversoes #ParqueDeDiversao #ParqueTematico #SPParaCriancas #TurismoSP #SaoPaulo #CidadeDeSaoPaulo #PasseioKids #Dicas #PasseioComCriancas #Diversao #Lazer #Criancas #OQueFazerEmSP #OQueFazerEmSaoPaulo #Diversao #Salvador #Arcade #ShoppingCenterNorte #ShoppingEldorado #GrandPlazaShopping #ShoppingInterlagos #ShoppingUniaoDeOsasco #ShoppingDaBahia #ShoppingMetroTatuape 

-";604.0;;3.0;2.0;5.0;5.0;0.0018781334243198299;0.0018781334243198299;596.0;;1.0;;1,70866E+14;170865866397863_2409580512526376;https://www.facebook.com/170865866397863/posts/2409580512526376/
01/11/2023 12:00;Wild Adventures Theme Park;Construction is well underway on our all-new area, Oasis Outpost. This new area will be a paradise for families looking to cool off and relax in between rides, animals, and slides. 🚧🏗 #OasisOutpost;166.0;;10.0;7.0;11.0;11.0;0.001048038914140551;0.001048038914140551;139.0;;1.0;;84679583132;84679583132_10159304957128133;https://www.facebook.com/WildAdventures/photos/a.118859423132/10159304957128133/?type=3
01/11/2023 04:38;LEGOLAND California;"The all-new LEGO® NINJAGO Training Camp is NOW OPEN! 🥷

Our newest addition features play areas for little and big ninja to climb up high to spot evil invaders, spin down our epic slides to battle imaginary dragons, and go on endless adventures in a giant play ship. Parents can join in the fun or embrace the Zen on the shaded benches within this fully fenced play area.";785.0;;99.0;63.0;160.0;160.0;0.001560770165754411;0.001560770165754411;662.0;;1.0;;1,43631E+14;143631389003522_6203110296388904;https://www.facebook.com/143631389003522/posts/6203110296388904/
01/11/2023 04:33;Walt Disney Studios (US);Congratulations to Better Nate Than Ever’s Tim Federle for his #DGA nomination for a Children’s Program!;151.0;;8.0;10.0;8.0;8.0;4,52E+09;4,52E+09;135.0;;1.0;;1,11383E+14;111382562236411_8673955782645670;https://www.facebook.com/111382562236411/posts/8673955782645670/
01/11/2023 02:30;Fun Spot America;"Plan your next company outing with us!

We cater to Groups from 15 to 2,000... More information at Groups@Fun-Spot.com";10.0;;0.0;1.0;0.0;0.0;1,14E+12;1,14E+12;10.0;;1.0;;1,8402E+11;184020466977_10162212427026978;https://www.facebook.com/184020466977/posts/10162212427026978/
01/11/2023 02:30;Fun Spot America;"It's Hump Day! You're over the hill now.

Plan a visit to Fun Spot for some roller coaster fun this weekend.
We are open this weekend from 10 AM - 12AM";29.0;;1.0;3.0;1.0;1.0;3,41E+11;3,41E+11;26.0;;1.0;;1,8402E+11;184020466977_10162212427001978;https://www.facebook.com/184020466977/posts/10162212427001978/
01/11/2023 02:24;Six Flags Discovery Kingdom;We'll miss you on the home team @brandonbelt but you will always have a home here at the park.;122.0;;4.0;17.0;5.0;5.0;5,41E+11;5,41E+11;80.0;;1.0;;59636827742;59636827742_10160927203407743;https://www.facebook.com/59636827742/posts/10160927203407743/
01/11/2023 01:44;SeaWorld San Diego;Don't let a little rain stop you from having fun at Inside Look this weekend! ☔ Rain jackets and umbrellas are available for purchase at the SeaWorld Store.;117.0;;7.0;14.0;7.0;7.0;0.001312286040319513;0.001312286040319513;99.0;;;;4,26112E+14;426111667814056_1560014207757124;https://www.facebook.com/426111667814056/posts/1560014207757124/
01/11/2023 01:36;Happy Hollow Park & Zoo;"Wild Science and Junior Keepers are two of the awesome educational experiences happening this Saturday, Jan. 14!

🐒 In Wild Science, early-learning scientists “go wild” as they explore different parts of zoo life. Each class includes interactive discussions, inquiry-based activities, a visit from one of our animal ambassadors and more! This week, young scientists will look for critters that climb their way through the world. 🧗 Whether they use fingers, toes, tails or their nose, we want to discover how they do it.

🐼 Junior Keepers get to do what Happy Hollow's zoo crew does! Zoologists are scientists too, as you will learn when you practice your zookeeping skills. This week's theme is Extinction Exploration: Ice Age! 🧊 Junior Keepers will explore why some animals did not make it and what body features are the best in the extreme cold.

Visit happyhollow.org/hh-experience-programs/ to sign up!";8.0;;0.0;1.0;0.0;0.0;2,36E+11;2,36E+11;5.0;;1.0;;1,32943E+11;132942835175_543162977840542;https://www.facebook.com/328743942615781/posts/543162977840542
