Date;Profile;Message;Number of Reactions;Number of Shares;Number of Comments (primary);Number of Shares;Comments per post;Comments on posts by fans;Post interaction rate;Engagement;Number of Likes;Link-posts;Picture Posts;Video-posts;Profile-ID;Post-ID;Link
09/03/2023 17:00;Waterville USA;Today is the last day of water park fun for the summer! Water you waiting for? Enjoy Family Fun Day at Waterville USA!;4.0;;0.0;4.0;0.0;0.0;1,39E+11;1,39E+11;3.0;;;1.0;1,38319E+11;138319355040_606557171693631;https://www.facebook.com/483859777296705/posts/606557171693631
09/03/2023 16:26;Lake Compounce;"Make your last splash in Crocodile Cove! 🐊

There’s only 2 days left of the year to enjoy your favorite waterpark attractions. 💦 Stop by today or tomorrow from 11-6pm to get one last splash in before the end of summer! 🤩

What Crocodile Cove attraction are you going to miss the most? 🛟";65.0;;9.0;2.0;16.0;16.0;5,06E+11;5,06E+11;58.0;;1.0;;80018245271;80018245271_711786074317917;https://www.facebook.com/548816340614892/posts/711786074317917
09/03/2023 15:55;Hersheypark;"Sunshine + Summer + Boardwalk = Perfect Hersheypark day! 
Don't miss your last chance to splash and play all day before our water park closes for the season on Labor Day. Tickets: https://bit.ly/2xM8aDE";165.0;;13.0;9.0;18.0;18.0;2,24E+11;2,24E+11;134.0;;;1.0;16994689356;16994689356_691756362984231;https://www.facebook.com/639748524851682/posts/691756362984231
09/03/2023 15:52;Six Flags Darien Lake;"Hop off your favorite ride and straight into your lederhosen! Enjoy your favorite German inspired cuisines, craft beers, photo opportunities and seasonal activities including beer slides and live entertainment. 🍺 
Sept. 3 - 4, 16 & 23.";26.0;;1.0;4.0;1.0;1.0;1,34E+12;1,34E+12;22.0;;;;9596249636;9596249636_667844108724754;https://www.facebook.com/642592251249940/posts/667844108724754
09/03/2023 15:30;Busch Gardens Tampa Bay;"A Sunday Funday with your besties to start the week off right. 😎 

📸: @welove (on IG)";236.0;;6.0;4.0;15.0;15.0;3,78E+11;3,78E+11;213.0;;1.0;;68181225238;68181225238_687821806709793;https://www.facebook.com/638736908284950/posts/687821806709793
09/03/2023 15:00;Canada's Wonderland;"Don’t miss out on the final fireworks extravaganza tonight at 10pm! 🎆🌟

Watch as we light up the skies one last time this year and be mesmerized by a fireworks display that will leave you in awe as you’re immersed  in a sea of colours and wonder. Find your favourite viewing area or grab a seat at Lazy Bear Lodge for a full VIP experience! https://bit.ly/3YW21jZ";96.0;;6.0;11.0;6.0;6.0;1,33E+12;1,33E+12;90.0;;1.0;;95469803923;95469803923_700697545432229;https://www.facebook.com/633676285467689/posts/700697545432229
09/03/2023 14:15;Playland;"Atrações, jogos incríveis, espaços para festas de aniversário e MUITO MAIS! 😄

O Playland é a sua melhor opção de diversão, estamos nos principais shoppings sempre pertinho de você!

- Confira descontos e promoções imperdíveis no Playmania (o e-commerce do Play) e garanta seus créditos para brincar com muita comodidade e segurança - o link está no perfil, não vai perder! 🤑
.
.
.
#GrupoPlaycenter #Playland #PlaylandOficial #Parque #ParqueDeDiversoes #ParqueDeDiversao #ParqueTematico #SPParaCriancas #TurismoSP #SaoPaulo #CidadeDeSaoPaulo #PasseioKids #Dicas #PasseioComCriancas #Diversao #Lazer #Criancas #OQueFazerEmSP #OQueFazerEmSaoPaulo #Diversao #Salvador #Arcade #ShoppingCenterNorte #ShoppingEldorado #GrandPlazaShopping #ShoppingInterlagos #ShoppingUniaoDeOsasco #ShoppingDaBahia #ShoppingMetroTatuape";4.0;;0.0;0.0;0.0;0.0;1,23E+11;1,23E+11;4.0;;1.0;;1,70866E+14;170865866397863_624655589792212;https://www.facebook.com/550220310569074/posts/624655589792212
09/03/2023 13:00;Fun Spot America;Let these Fun times hit the spot! At the place Where the Fun begins!  #whyfunspot #wherefamilyfunhitsthespot #funspotamerica #familyfun #wherefunbegins #funspotamericaorlando #FunSpotAmericaKissimmee #thingstodoinorlando #thingstodoinkissimmee;9.0;;0.0;1.0;0.0;0.0;1,02E+12;1,02E+12;8.0;;;1.0;1,8402E+11;184020466977_696031582562857;https://www.facebook.com/653224623510220/posts/696031582562857
09/03/2023 10:00;Disneyland Paris;"Voel je als een vis in het water tijdens dit spannende avontuur met Crush!🌊🐢🐠

📸 Instagram : disney.fanland

Bekijk meer magische foto's van onze gasten op ons officiële Instagram-account! ✨ https://bit.ly/377d43k";310.0;;56.0;2.0;93.0;93.0;7,66E+10;7,66E+10;237.0;;1.0;;6,52389E+14;652389081615295_2342871919233661;https://www.facebook.com/DisneylandParisNL/photos/a.652449918275878/2342871919233661/?type=3
09/03/2023 04:20;ACN - America's Coaster Network;"We visited Knott's Berry Farm on September 2, 2023. Ride operators are being trained at Xcelerator! So a re-opening is soon! Also checked out Camp Snoopy construction, Ghost Town Alive, Knott's Scary Farm Legacy Store and progress on the Knott's Hotel remodel. 

https://youtu.be/N3bBMgCk9Ug";8.0;;0.0;0.0;0.0;0.0;0.004464285714285714;0.004464285714285714;7.0;;1.0;;1,11079E+11;111078814744_973483667087878;https://www.facebook.com/775671603535753/posts/973483667087878
09/03/2023 03:42;Six Flags;-;17.0;;1.0;0.0;1.0;1.0;3,90E+09;3,90E+09;16.0;;1.0;;8696281132;8696281132_628681416126816;https://www.facebook.com/573396851655273/posts/628681416126816
09/03/2023 01:37;Six Flags Magic Mountain;Beyond the trees lie BIG SAVINGS & THRILLS! 🚀 The Biggest Sale of the Year is going on now, act fast and save up to 70%. Ends 9/5 https://bit.ly/3EeVgAg;49.0;;1.0;0.0;1.0;1.0;7,60E+10;7,60E+10;42.0;;1.0;;67502107124;67502107124_687349636761032;https://www.facebook.com/637682885061041/posts/687349636761032
09/03/2023 01:29;Six Flags Great Adventure;Have you ever tried our Dare Devil Dive? If so, when? Our Biggest Sale of The Year continues through Sept. 5 - save up to 70% off Season Passes, tickets & more! #SixFlagsGreatAdventure;40.0;;9.0;2.0;19.0;19.0;5,42E+11;5,42E+11;37.0;;1.0;;69421318512;69421318512_679928514169819;https://www.facebook.com/630574765771861/posts/679928514169819
09/03/2023 01:07;Wild Adventures Theme Park;"Wild Adventures will remain closed Sunday, Sept. 3. We appreciate your patience and understanding as we continue our storm recovery efforts. 

Our goal is to reopen Wild Adventures for Labor Day, Sept. 4, once repairs have been completed to our telecom networks. We will provide updates as soon as possible.

We are very grateful for our team members who have been working tirelessly to reopen Wild Adventures as well as the first responders, utility personnel and others who are serving our community during this challenging time.

If you have any questions about purchases or rentals scheduled for Sunday, please visit WildAdventures.com/Contact-Us or call (229) 219-7080.";103.0;;17.0;38.0;20.0;20.0;8,87E+11;8,87E+11;89.0;;1.0;;84679583132;84679583132_699849565521562;https://www.facebook.com/617429960430190/posts/699849565521562
09/03/2023 01:06;Six Flags Over Georgia & Hurricane Harbor;"It might still be 80° outside, but we can't stop thinking about fall. 🍁 In just two weeks, join us for the start of three exciting events, including 🎃 Fright Fest, 👻 Kid's Boo Fest, and the all-new 🍻 Oktoberfest. They're all happening select dates, September 16 - October 29!

Learn more at https://6fla.gs/SFOGEvents.

#frightfest #kidsboofest #oktoberfest #sixflagsovergeorgia #atlanta";75.0;;15.0;44.0;20.0;20.0;2,85E+12;2,85E+12;60.0;;1.0;;34284255238;34284255238_682754090554223;https://www.facebook.com/596219355874364/posts/682754090554223
09/03/2023 01:00;Pacific Park;"Pretty sunsets and pretty lights.. can't get any better than this 🎡💙 

@thatisjackson";2153.0;;21.0;150.0;24.0;24.0;0.04157138773760183;0.04157138773760183;1682.0;;1.0;;61119627598;61119627598_685525673623181;https://www.facebook.com/562953045880445/posts/685525673623181
09/02/2023 23:52;Canada's Wonderland;"🎃👻 Ghost around and take a sneak peek of the prep happening for Halloween Haunt! 

Our team is working tirelessly to build our three all new mazes, and to transform the park into a realm of terror. What are you most excited for at Halloween Haunt? Let us know in the comments!";84.0;;7.0;5.0;19.0;19.0;1,27E+11;1,27E+11;67.0;;1.0;;95469803923;95469803923_700306855471298;https://www.facebook.com/633676285467689/posts/700306855471298
09/02/2023 23:41;Centreville Amusement Park;-;3.0;;1.0;1.0;1.0;1.0;2,82E+12;2,82E+12;1.0;;1.0;;1,17784E+14;117784088239988_703193055180018;https://www.facebook.com/552879506878041/posts/703193055180018
09/02/2023 23:41;Kings Island;"A 2024 Gold Pass to Kings Island means SEASONS of FUN! ☀️🍂❄️🌸 Get unlimited visits for the rest of 2023 & all of 2024 when you BUY NOW!

Click here to get yours before the price goes up on September 5: https://bit.ly/3QXm1Az

#KingsIsland #WinterFest #Haunt #TricksandTreatsFallFest";67.0;;12.0;9.0;21.0;21.0;1,42E+12;1,42E+12;57.0;;1.0;;1,55894E+11;155893938367_695739065927118;https://www.facebook.com/644500607717631/posts/695739065927118
09/02/2023 23:02;Calaway Park;Soak up every last moment of summer this long weekend! Calaway Park is open Saturday, Sunday, and Holiday Monday (Sept. 2nd to 4th) from 10am to 7pm! It's all about family fun!;28.0;;4.0;1.0;5.0;5.0;7,00E+10;7,00E+10;27.0;;1.0;;72446805248;72446805248_696115312560427;https://www.facebook.com/605070344998258/posts/696115312560427
09/02/2023 23:00;Six Flags;It's game on at Six Flags Fiesta Texas this weekend!!;17.0;;3.0;0.0;6.0;6.0;4,99E+09;4,99E+09;13.0;;1.0;;8696281132;8696281132_628600329468258;https://www.facebook.com/573396851655273/posts/628600329468258
09/02/2023 22:51;Happy Hollow Park & Zoo;"It's International Vulture Awareness Day! #DYK turkey vultures are essential to many ecosystems? They clean up dead animal carcasses, which helps stop the spread of bacteria and disease. 🤎❤️ Next time you're at Happy Hollow, visit the turkey vultures, Friendly and Jackson, in the Zoo in the Hollow to say thank you!
📹: Arlinda D.";14.0;;0.0;1.0;0.0;0.0;3,83E+12;3,83E+12;9.0;;;1.0;1,32943E+11;132942835175_683827773774061;https://www.facebook.com/328743942615781/posts/683827773774061
09/02/2023 22:47;Six Flags Great Escape and Hurricane Harbor;"🚨 Attention Pass Holders 🚨  Here are your rewards during the month of September:
✔️$5 off Oktoberfest sampler at Festival Marketplace.
✔️Save on an All Season Haunted Attraction Pass redeemed through your portal. 
✔️Spend $20 at retail locations, receive a FREE Sports Bottle Holder.
✔️Purchase the Drink All Season Bottle for $15 at participating food and retail locations.

Don't have a pass, buy a 2024 Season Pass before Sept. 5 and receive the rest of this year for FREE. https://bit.ly/3spjxAO";38.0;;2.0;2.0;4.0;4.0;5,22E+10;5,22E+10;35.0;;1.0;;51613191805;51613191805_679143197579858;https://www.facebook.com/629401885887323/posts/679143197579858
09/02/2023 22:28;Lake Compounce;"Join us for live music and fireworks tonight! 🎶🎇

Jam out with Yesterday Beatles Tribute at 6pm and stick around for a spectacular fireworks show at 8pm! 🤩

Do it all again tomorrow with Brit Pack playing live from our floating stage at 6pm and another boomin’ fireworks show at 8pm! 🙌

Save up to 50% on tickets & passes during our biggest sale of the season! 👀 https://www.lakecompounce.com/promotions-and-discounts";17.0;;0.0;0.0;0.0;0.0;1,04E+11;1,04E+11;16.0;;1.0;;80018245271;80018245271_711359871027204;https://www.facebook.com/548816340614892/posts/711359871027204
09/02/2023 22:13;West Edmonton Mall;It's been an jam-packed summer at West Edmonton Mall! ☀️💛 Thank you to everyone who attended and joined in on the fun! Now let's take a look back at all the unforgettable events and activities from the past few months. ☺️ Which event was your favourite?;44.0;;1.0;3.0;1.0;1.0;2,62E+12;2,62E+12;42.0;;;;2,07299E+11;207298682218_692494792924956;https://www.facebook.com/558875522953551/posts/692494792924956
09/02/2023 21:45;Sea Life Park;"Today’s the day! Join @maluproductions for Ori Tahiti Competition Heiva I Sea Life Park – a celebration of dance and community! Get ready to witness breathtaking Tahitian dance performances, while enjoying goods from local craft and food vendors!

Festivities start at 4pm. Grab your tickets now to be a part of the fun!

https://www.cognitoforms.com/maluproductionsinc/heiva2023purchasetickets";12.0;;0.0;0.0;0.0;0.0;4,56E+12;4,56E+12;11.0;;1.0;;1,05016E+14;105015532870022_634132045486660;https://www.facebook.com/512254014341131/posts/634132045486660
09/02/2023 21:23;Knott's Berry Farm;Grab your 2024 Season Pass now and get unlimited visits through the rest of 2023 and ALL of 2024! As low as 11 payments of $6 after initial payment. Hurry, price goes up 9/5. - https://bit.ly/3P22RqC;105.0;;12.0;17.0;16.0;16.0;2,16E+12;2,16E+12;91.0;;1.0;;10286130875;10286130875_694145392763865;https://www.facebook.com/648365507341854/posts/694145392763865
09/02/2023 21:05;Six Flags Darien Lake;"Save up to 70% off Season Passes, Single-day Tickets, and more! 

🎉  https://bit.ly/42HLssL";11.0;;6.0;5.0;10.0;10.0;1,12E+10;1,12E+10;11.0;;1.0;;9596249636;9596249636_667499518759213;https://www.facebook.com/642592251249940/posts/667499518759213
09/02/2023 20:55;Santa Cruz Beach Boardwalk;"Dive into flavor this Labor Day weekend with a savory special—Crab Fries! Crispy golden fries meet succulent crab, zesty housemade lemon & garlic aioli, and a secret seasoning blend. Don't miss out on this culinary delight! 🦀 🍟 🍋

📍 Seaside Fish & Chowder in the Casino Arcade

Check out more fun food options by visiting bit.ly/Boardwalk-Food-s";221.0;;15.0;18.0;17.0;17.0;6,17E+09;6,17E+09;168.0;;1.0;;40035168377;40035168377_718898420281195;https://www.facebook.com/648251637345874/posts/718898420281195
09/02/2023 20:55;Six Flags Discovery Kingdom;"Enjoy your long weekend with BIG savings! 
Only THREE days left 🤪 
https://6fla.gs/91";9.0;;1.0;1.0;1.0;1.0;4,13E+10;4,13E+10;7.0;;1.0;;59636827742;59636827742_690926363069835;https://www.facebook.com/603103525185453/posts/690926363069835
09/02/2023 20:37;Six Flags Magic Mountain;Fly high on discounts during our Biggest Sale of the Year! Save up to 70% on Season Passes, Tickets, and MORE! https://bit.ly/3EeVgAg;34.0;;5.0;4.0;9.0;9.0;7,14E+10;7,14E+10;28.0;;1.0;;67502107124;67502107124_687207946775201;https://www.facebook.com/637682885061041/posts/687207946775201
09/02/2023 20:00;SeaWorld San Diego;Cheers to another incredible weekend of our Craft Beer Festival, it's a perfect day for sipping on one of our three park exclusive options from Mike Hess Brewing Company ! Enjoy the tasty Shipwreck Lager, the flavorful Emperor Hazy IPA, or the refreshing Arctic Rescue Hard Seltzer! You can only find them HERE at SeaWorld San Diego!;20.0;;0.0;0.0;0.0;0.0;1,80E+12;1,80E+12;17.0;;1.0;;4,26112E+14;426111667814056_625398046404824;https://www.facebook.com/579518520992777/posts/625398046404824
09/02/2023 19:58;SeaWorld Orlando;Labor Day Weekend views 🤩;5290.0;;115.0;337.0;147.0;147.0;0.02441602814566736;0.02441602814566736;4363.0;;1.0;;1,7827E+15;1782696285170057_309522205082873;https://www.facebook.com/260024933365934/posts/309522205082873
09/02/2023 19:08;ACN - America's Coaster Network;"Xcelerator is looking like it's close to reopening!! Saw the control booths being wiped down and there's staff on site. Labor Day weekend. Just sayin' (Photos ACN) 

#xcelerator #knottsberryfarm #kbf #knotts #cedarfair #rollercoaster #coaster #intamin #themepark #amusementpark #buenapark #orangecounty #socallife #happy #thrilling #amazing #vacation #familyfun #canonphotography #teamcanon #composition #photographer #fun #beautiful #abc7eyewitness #instatpr";30.0;;4.0;3.0;4.0;4.0;0.020647321428571428;0.020647321428571428;26.0;;1.0;;1,11079E+11;111078814744_973319817104263;https://www.facebook.com/775671603535753/posts/973319817104263
09/02/2023 19:01;Sesame Place San Diego;"We asked you what you love about being a Season Pass Member here at Sesame Place San Diego, and you certainly answered!​

​Whether it's hitting the water slides as many times as you want or creating countless special moments with all our furry friends, there are SO MANY reasons to become a Season Pass Member today! Get your 2024 pass now to enjoy the rest of 2023 for FREE! Shop at https://bit.ly/3r0kIGD";22.0;;4.0;6.0;5.0;5.0;0.0012829983282142995;0.0012829983282142995;18.0;;;1.0;1,16947E+14;116946949686332_819479253521123;https://www.facebook.com/688289439973439/posts/819479253521123
09/02/2023 18:58;Cedar Point;"⚠️ 3 MORE DAYS! ⚠️

Secure your 2024 Gold Pass for ONLY $99 before it’s too late. Get UNLIMITED visits to Cedar Point, Cedar Point Shores Waterpark and HALLOWEEKENDS. Don’t forget, you also get FREE parking and food & merchandise discounts. 

ONLY $99. 😱

👉 https://bit.ly/3OUv6Yu";73.0;;8.0;19.0;10.0;10.0;6,49E+10;6,49E+10;64.0;;;1.0;10625691462;10625691462_690672209758704;https://www.facebook.com/635989478560311/posts/690672209758704
09/02/2023 18:47;Six Flags Great America/Hurricane Harbor;"Get your last splash of summer this weekend! Hurricane Harbor Chicago will PEACE OUT for the Season on Labor Day! 🌊✌️ 

(📸: @mrs.gonzalez32313)";57.0;;11.0;3.0;20.0;20.0;1,06E+12;1,06E+12;34.0;;1.0;;10583866355;10583866355_762455529258203;https://www.facebook.com/707251161445307/posts/762455529258203
09/02/2023 18:43;Fun Spot America;Happy Labor Day Weekend! Now is a perfect time to come out and visit our Kissimmee park: open 10a - midnight Saturday, Sunday, and Monday. Enjoy your weekend!!;14.0;;0.0;0.0;0.0;0.0;1,43E+12;1,43E+12;14.0;;;;1,8402E+11;184020466977_695663979266284;https://www.facebook.com/653224623510220/posts/695663979266284
09/02/2023 18:28;Elitch Gardens;Only 3️⃣ days left to splash around in Island Kingdom! The Water Park closes after Labor Day 🌊☀️;19.0;;7.0;1.0;11.0;11.0;2,10E+12;2,10E+12;13.0;;1.0;;62242807350;62242807350_680774777422150;https://www.facebook.com/547583224074640/posts/680774777422150
09/02/2023 18:27;Silverwood Theme Park;Who’s ready for a GREAT Labor Day Weekend? We sure are!;90.0;;4.0;2.0;9.0;9.0;2,64E+12;2,64E+12;75.0;;1.0;;7,62702E+14;762701550509617_613314004331330;https://www.facebook.com/562559642740100/posts/613314004331330
09/02/2023 18:04;Six Flags;The Biggest Sale of the Year is still happening, but not for long! Until September 5th, save up to 70%  on Season Passes, Single-Day Tickets and more! Take advantage while you still can. sixflags.com;22.0;;2.0;4.0;2.0;2.0;6,07E+09;6,07E+09;20.0;;;1.0;8696281132;8696281132_628490756145882;https://www.facebook.com/573396851655273/posts/628490756145882
09/02/2023 18:00;Gilroy Gardens;"Kick off your Weekend with HUGE savings!🤩 During our Labor Day Weekend Celebration (Sept. 2nd-4th), receive ONE free adult admission with every child's ticket purchased at the Front Gate. 2024 Premium Membership holder? Bring a friend for FREE on Saturday, Sunday or Monday! Also, visit our Red, White & Save Stand and get a delicious hotdog, popsicles and more refreshing treats for just $1 each!🌭 

Military and first responders receive free admission with valid ID. Includes 50% off admission for up to 6 guests. Visit our website to learn more about our Labor Day Weekend Celebration. https://bit.ly/3AA3UH2";15.0;;3.0;0.0;4.0;4.0;2,34E+11;2,34E+11;11.0;;1.0;;1,22944E+14;122943674395623_691988392966144;https://www.facebook.com/547581810740137/posts/691988392966144
09/02/2023 17:00;Waterville USA;The water park is open today for family fun! This is the last weekend of the season for the water park!;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;1.0;1,38319E+11;138319355040_606556698360345;https://www.facebook.com/483859777296705/posts/606556698360345
09/02/2023 17:00;Busch Gardens Williamsburg;Join us in a farewell to summer with our fireworks finale tonight at 9:15PM & tomorrow at 9PM 🎇 What's your viewing spot for fireworks?!;67.0;;4.0;5.0;4.0;4.0;1,07E+12;1,07E+12;54.0;;1.0;;18543728314;18543728314_689133006588671;https://www.facebook.com/660535342781771/posts/689133006588671
09/02/2023 17:00;Disneyland;"Celebrate the everlasting bonds of family at Plaza de la Familia, only at Disney California Adventure Park now through November 2, 2023. Tag who you’re celebrating with ✨

Tickets and Park reservations required.";740.0;;48.0;45.0;88.0;88.0;5,08E+11;5,08E+11;554.0;;1.0;;11081890741;11081890741_685401713613710;https://www.facebook.com/644858304334718/posts/685401713613710
09/02/2023 16:00;Busch Gardens Tampa Bay;Last weekend to cheers to classic German flavors and craft brews! 🍻 Celebrate the long Labor Day Weekend right and don't miss out on the final days of Bier Fest happening until September 4. Tag a foodie friend who needs to go with you. ⬇;63.0;;6.0;2.0;8.0;8.0;1,08E+12;1,08E+12;54.0;;1.0;;68181225238;68181225238_687334473425193;https://www.facebook.com/638736908284950/posts/687334473425193
09/02/2023 15:45;Hersheypark;"The perfect way to end the summer is with a visit to Hersheypark! Spend Labor Day weekend with coaster rides, water park splashes and last-minute family fun. 
Purchase tickets now: https://bit.ly/2WWppMo

Hours:
Saturday & Sunday, Sept. 2-3: 10AM-10PM
Monday, Sept. 4: 11AM-7PM
Sweet Start is one hour before main gates open";208.0;;14.0;13.0;32.0;32.0;2,95E+12;2,95E+12;180.0;;1.0;;16994689356;16994689356_691245559701978;https://www.facebook.com/639748524851682/posts/691245559701978
09/02/2023 15:40;Six Flags;"Summer Showdown STARTS TODAY at Six Flags Fiesta Texas 💥 🎮💰 First come, first served with park admission!! With a jaw-dropping $30,000 cash prize on the line, the stakes have never been higher. But here's the best part, YOU have a chance to win a piece of that dough 🙌 
Visit sixflags.com/gameon";19.0;;1.0;0.0;1.0;1.0;4,34E+10;4,34E+10;16.0;;1.0;;8696281132;8696281132_628427369485554;https://www.facebook.com/573396851655273/posts/628427369485554
09/02/2023 15:15;Quassy Amusement & Waterpark;"We're savoring the last rays of summer sun on this Labor Day Weekend. Join us for some thrills to end the summer season. ☀️ 

https://www.quassy.com/tickets-passes/daily-tickets

📷: dd_design_decor";22.0;;0.0;1.0;0.0;0.0;5,95E+11;5,95E+11;17.0;;1.0;;38328744398;38328744398_693661109460377;https://www.facebook.com/562069092619580/posts/693661109460377
09/02/2023 14:45;MarineLand;Our educational presentations are not just for entertaining but are designed to educate visitors about the animals' behaviour, natural habitats, and the importance of marine conservation. Check out our website for daily presentation times.;50.0;;4.0;1.0;4.0;4.0;6,25E+11;6,25E+11;39.0;;1.0;;1,08249E+14;108249372532899_674653341361338;https://www.facebook.com/559786962847977/posts/674653341361338
09/02/2023 14:15;Playland;"O Playland tem atrações que divertem e encantam toda a família!

Ainda não sabe o que fazer nesse sabadão? O Playland é a melhor opção!

Estamos nos principais shoppings, sempre pertinho de você (confira em nosso site  a lista completa de todas as nossas unidades). 😃

- Confira descontos e promoções imperdíveis no Playmania (o e-commerce do Play) e garanta seus créditos para brincar com muita comodidade e segurança - o link está no perfil, não vai perder! 🤑
.
.
.
#GrupoPlaycenter #Playland #PlaylandOficial #Parque #ParqueDeDiversoes #ParqueDeDiversao #ParqueTematico #SPParaCriancas #TurismoSP #SaoPaulo #CidadeDeSaoPaulo #PasseioKids #Dicas #PasseioComCriancas #Diversao #Lazer #Criancas #OQueFazerEmSP #OQueFazerEmSaoPaulo #Diversao #Salvador #Arcade #ShoppingCenterNorte #ShoppingEldorado #GrandPlazaShopping #ShoppingInterlagos #ShoppingUniaoDeOsasco #ShoppingDaBahia #ShoppingMetroTatuape";2.0;;0.0;0.0;0.0;0.0;6,17E+09;6,17E+09;2.0;;1.0;;1,70866E+14;170865866397863_624182736506164;https://www.facebook.com/550220310569074/posts/624182736506164
09/02/2023 02:00;Cedar Point;As the Super Blue Moon illuminated the sky the other night, Raptor couldn't resist basking in the moonlight. 🎢🌕✨;2277.0;;59.0;197.0;71.0;71.0;0.0016205164385314874;0.0016205164385314874;1726.0;;1.0;;10625691462;10625691462_690281606464431;https://www.facebook.com/635989478560311/posts/690281606464431
09/02/2023 01:12;Happy Hollow Park & Zoo;Viva CalleSJ is happening Sunday, September 10 🚶 What is Viva Calle and how is Happy Hollow getting involved? Viva CalleSJ temporarily closes miles of San Jose streets to bring communities together to walk, skate, bike and play! Happy Hollow will be open to Viva CalleSJ participants for free, with limited operations, from 10 a.m. to 2:30 p.m.! 🐲;12.0;;0.0;1.0;0.0;0.0;3,32E+11;3,32E+11;11.0;;1.0;;1,32943E+11;132942835175_683356657154506;https://www.facebook.com/328743942615781/posts/683356657154506
09/02/2023 01:11;Six Flags Great America/Hurricane Harbor;Hey Gamers - This weekend is your LAST CHANCE to experience our Gaming House! Get your final dubs in before September 4!;16.0;;3.0;2.0;8.0;8.0;3,44E+10;3,44E+10;15.0;;;1.0;10583866355;10583866355_761968899306866;https://www.facebook.com/707251161445307/posts/761968899306866
09/02/2023 00:59;Hersheypark;"Misery loves company…The Decayed Brigade is sliding into Dark Nights, sparking terror through the Midway of Misery, starting September 15. #DarkNights #HersheyparkHalloween 
Details & Tickets: https://bit.ly/3IyHoCf";174.0;;20.0;31.0;23.0;23.0;2,66E+12;2,66E+12;128.0;;;1.0;16994689356;16994689356_690941606399040;https://www.facebook.com/639748524851682/posts/690941606399040
09/02/2023 00:55;Six Flags Over Georgia & Hurricane Harbor;"Need plans for the long weekend?

🕚 Labor Day Weekend Park Hours
Saturday & Sunday: 11:00am - 8:00pm
Monday: 11:00am - 7:00pm
🌊 Hurricane Harbor: 12:00pm - 6:00pm
🎟️ Save up to 70% on tickets, season passes, and more during the Biggest Sale of the Year! https://6fla.gs/SFOGSale

📸: Shoutout to aditi.vaviya96 on IG for the photo!

#sixflagsovergeorgia #sixflags #atlanta #labordayweekend";38.0;;3.0;4.0;3.0;3.0;9,23E+10;9,23E+10;31.0;;1.0;;34284255238;34284255238_682242563938709;https://www.facebook.com/596219355874364/posts/682242563938709
09/02/2023 00:50;Six Flags;Don't put off getting your 2024 Season Pass any longer!! The LOWEST prices are only available during The Biggest Sale of the Year ➡️ sixflags.com;23.0;;1.0;3.0;1.0;1.0;5,86E+09;5,86E+09;21.0;;1.0;;8696281132;8696281132_628119309516360;https://www.facebook.com/573396851655273/posts/628119309516360
09/01/2023 23:22;Six Flags Great Escape and Hurricane Harbor;"Don't miss Fritz's Polka Band this Saturday and Sunday between 1 p.m. and 5 p.m. during our annual Oktoberfest in the Fest Area. 

Buy a 2024 Season Pass before Sept. 5 and receive the rest of this year for FREE during the Biggest Sale of the Year. https://bit.ly/3spjxAO";42.0;;6.0;4.0;9.0;9.0;6,53E+11;6,53E+11;40.0;;1.0;;51613191805;51613191805_678656310961880;https://www.facebook.com/629401885887323/posts/678656310961880
09/01/2023 23:07;Six Flags;-;22.0;;0.0;4.0;0.0;0.0;5,64E+09;5,64E+09;21.0;1.0;;;8696281132;8696281132_628090416185916;https://www.facebook.com/573396851655273/posts/628090416185916
09/01/2023 22:47;Lake Compounce;"In a hard hat worn proudly by Doug, they sit, 
This cat with a message, what a perfect fit. 
In a meow that commands, the cat so spry,
On the 6th, an announcement, you’ll say oh my! 🐱👀";141.0;;15.0;3.0;19.0;19.0;9,93E+10;9,93E+10;110.0;;1.0;;80018245271;80018245271_710724514424073;https://www.facebook.com/548816340614892/posts/710724514424073
09/01/2023 22:01;SeaWorld San Diego;"Labor Day weekend is here and it's a great time to grab a friend and celebrate here at SeaWorld San Diego!​

There's still time to enjoy over a year of coasters, entertainment, and MORE with a 2024 Fun Card! Shop at https://bit.ly/44u3E9v";32.0;;3.0;5.0;4.0;4.0;3,70E+11;3,70E+11;23.0;;1.0;;4,26112E+14;426111667814056_624975963113699;https://www.facebook.com/579518520992777/posts/624975963113699
09/01/2023 21:55;Sea Life Park;Calling all Kamaʻāina! Come explore our interactive experiences with special discounted rates, just for you. Save over 40% off general admission for up to 4 people.;11.0;;0.0;0.0;0.0;0.0;4,18E+11;4,18E+11;9.0;;1.0;;1,05016E+14;105015532870022_633605038872694;https://www.facebook.com/512254014341131/posts/633605038872694
09/01/2023 21:52;SeaWorld Orlando;"Looping you in to the perfect Labor Day Weekend checklist:⁣⁣
🏄‍♂️ Hang 10 on Pipeline⁣⁣
🍻 Enjoy brews & bites at Craft Beer Festival⁣⁣
🎆 Stick around for the final weekend of Ignite!⁣⁣
⁣⁣
Oh, and did we mention we have extended hours through Labor Day? 😎";147.0;;8.0;6.0;10.0;10.0;6,89E+11;6,89E+11;125.0;;1.0;;1,7827E+15;1782696285170057_309021635132930;https://www.facebook.com/260024933365934/posts/309021635132930
